"","offertype","season","type","cross","rl","intern","research","paper","first","sci","exchange","CollegeRankTop50","gpa_dis","toefl_dis","gre_dis","major_apply_new"
"8516","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"8909","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","315~320","EE"
"7837","1","Fall","MS",0,0,1,0,0,0,0,1,"Others",">3.7",">106","320~325","Stat/Biostat"
"6863","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106",">330","EE"
"5320","1","Fall","混合",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","Stat/Biostat"
"2683","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","98~102","320~325","Others"
"2667","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CS"
"1144","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","315~320","Others"
"2768","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","EE"
"7750","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","315~320","Others"
"2215","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","Stat/Biostat"
"5204","0","Fall","MS",0,0,1,1,0,0,0,0,"Others","<=3.4","98~102","<=315","CS"
"1640","1","Fall","MS",0,0,0,0,0,0,0,1,"Top50","<=3.4",">106","315~320","Stat/Biostat"
"5382","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","MFE/Fin/FinMath"
"4976","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CE"
"5771","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","CS"
"2775","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","EE"
"5162","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7",">106",">330","Others"
"2764","1","Fall","MS",0,0,1,0,1,1,0,1,"Top50","3.4~3.55","102~106","320~325","EE"
"8403","1","Fall","MS",0,0,1,0,1,1,0,1,"Others","3.4~3.55","102~106","320~325","EE"
"6674","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","<=315","CS"
"2811","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","MFE/Fin/FinMath"
"7546","0","Fall","MS",0,0,0,1,0,1,1,0,"Top50","3.55~3.7","102~106","325~330","EE"
"3132","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"1721","1","Fall","MS",1,0,0,0,0,0,0,1,"Top50",">3.7","<=98","320~325","CS"
"6652","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","325~330","Stat/Biostat"
"6630","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","MFE/Fin/FinMath"
"3122","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","3.55~3.7","<=98","320~325","CS"
"288","1","Fall","MS",1,0,1,0,0,0,0,0,"Others","3.55~3.7","98~102","325~330","CS"
"461","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","CivilEng"
"2456","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98",">330","EE"
"9623","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"1717","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.4~3.55","102~106","325~330","CS"
"66","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","325~330","EE"
"350","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","325~330","CS"
"8957","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","ME"
"348","0","Fall","MS",0,0,0,0,1,0,0,0,"Top50","3.55~3.7","<=98",">330","CS"
"1450","1","Fall","MS",0,0,1,1,0,0,0,0,"Top50","<=3.4","102~106","315~320","EE"
"5333","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CE"
"1728","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","320~325","CS"
"1476","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","EE"
"7720","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","315~320","EE"
"9228","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106",">330","EE"
"2770","0","Fall","MS",0,0,1,0,1,0,1,0,"Top50",">3.7","102~106","320~325","EE"
"6892","1","Fall","MS",1,0,1,1,0,0,0,0,"Others","3.4~3.55","102~106","315~320","ME"
"7517","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","<=98","315~320","EE"
"4679","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","Others"
"2946","1","Fall","PhD",1,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","Others"
"5583","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","CivilEng"
"6718","1","Fall","PhD",1,0,0,0,0,0,0,0,"Others",">3.7",">106","320~325","Others"
"4883","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","<=98",">330","CS"
"7291","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55","<=98","320~325","CS"
"2054","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","EE"
"2484","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"2190","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","Stat/Biostat"
"4969","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CE"
"2797","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","315~320","MFE/Fin/FinMath"
"1276","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","320~325","CivilEng"
"4880","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"6542","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98",">330","Stat/Biostat"
"231","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"6699","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","325~330","EE"
"7680","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","CivilEng"
"2210","1","Fall","MS",0,0,1,1,0,0,0,0,"Others",">3.7","<=98","315~320","Stat/Biostat"
"692","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","CS"
"2418","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","CS"
"125","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","Stat/Biostat"
"7272","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","Others"
"7930","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","CS"
"734","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","315~320","CS"
"3768","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","EE"
"786","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","CS"
"3078","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","320~325","Stat/Biostat"
"3605","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Others"
"1249","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CS"
"9253","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","<=315","CS"
"1017","0","Fall","MS",0,0,0,0,1,1,0,0,"Top50","3.4~3.55","<=98","315~320","Material"
"6201","1","Fall","PhD",0,0,0,0,1,1,1,0,"Top50",">3.7",">106","320~325","EE"
"896","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","325~330","CS"
"7234","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","315~320","Stat/Biostat"
"2216","1","Fall","PhD",0,0,0,0,1,0,0,0,"Others","3.4~3.55",">106","315~320","Stat/Biostat"
"2310","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","315~320","MIS"
"2586","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","CS"
"7353","0","Fall","PhD",0,0,1,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"914","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","98~102","315~320","CS"
"1242","0","Fall","MS",0,0,0,0,0,1,1,0,"Others","<=3.4","<=98","<=315","CS"
"5080","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","EE"
"7363","0","Fall","PhD",0,0,1,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","CS"
"1070","1","Fall","MS",0,0,1,0,0,0,0,1,"Top50","<=3.4",">106","320~325","MIS"
"3294","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","315~320","CS"
"297","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"7879","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","315~320","Others"
"7991","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CS"
"6989","0","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7","98~102","325~330","CS"
"723","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"10147","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106",">330","Stat/Biostat"
"614","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4",">106","315~320","CS"
"2105","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","325~330","IEOR"
"7766","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","ME"
"720","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50",">3.7","98~102","325~330","CS"
"4630","1","Fall","MS",1,0,0,1,0,0,0,0,"Top50","3.55~3.7",">106","325~330","EE"
"771","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4","102~106","320~325","CS"
"1367","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","315~320","CS"
"6921","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","Stat/Biostat"
"7769","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","MFE/Fin/FinMath"
"2301","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","<=315","EE"
"10133","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106",">330","Stat/Biostat"
"5371","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","<=315","CS"
"7942","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106",">330","CS"
"4366","1","Fall","PhD",0,0,1,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","Others"
"2599","1","Fall","MS",0,0,0,0,1,1,0,0,"Top50","3.55~3.7",">106",">330","Others"
"7010","0","Fall","PhD",1,0,0,0,0,1,1,0,"Others","3.55~3.7","102~106","320~325","CS"
"253","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","MFE/Fin/FinMath"
"25","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106",">330","CE"
"4952","1","Fall","MS",0,0,0,0,1,0,0,0,"Others","3.4~3.55","102~106","320~325","CE"
"7024","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"6964","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"5718","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","<=315","CS"
"9879","1","Fall","PhD",0,0,0,0,0,1,1,0,"Others","3.4~3.55","102~106",">330","Stat/Biostat"
"2588","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","315~320","CS"
"97","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","EE"
"7284","1","Fall","MS",0,0,0,0,1,0,1,1,"Others","3.4~3.55","<=98","<=315","CE"
"4953","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106",">330","CE"
"9645","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106",">330","Stat/Biostat"
"9880","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","315~320","Stat/Biostat"
"6967","0","Fall","MS",1,0,0,1,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"1151","1","Fall","MS",0,0,1,0,0,0,0,1,"Top50","3.4~3.55",">106","315~320","Stat/Biostat"
"4404","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","325~330","MFE/Fin/FinMath"
"7740","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","EE"
"7836","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","325~330","Stat/Biostat"
"8832","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","EE"
"6973","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","CS"
"7003","1","Fall","PhD",0,0,0,1,0,0,0,0,"Others","3.55~3.7",">106","325~330","CS"
"7834","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","315~320","Stat/Biostat"
"2419","0","Fall","PhD",0,0,0,1,0,0,0,0,"Others","3.55~3.7",">106","325~330","CS"
"1128","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","325~330","Others"
"1072","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","325~330","MIS"
"5056","1","Fall","PhD",1,0,1,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","EE"
"1121","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106",">330","MIS"
"1094","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4",">106",">330","MIS"
"6985","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","<=315","CS"
"1104","1","Fall","MS",0,0,1,0,0,1,1,0,"Top50","3.55~3.7","98~102","320~325","MIS"
"7016","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","315~320","CS"
"213","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","315~320","EE"
"7013","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.55~3.7","102~106","320~325","CS"
"1129","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","Others"
"2556","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","Others"
"432","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","<=98","<=315","Others"
"3387","0","Fall","PhD",1,0,0,0,0,1,0,0,"Others","3.55~3.7","<=98","<=315","CS"
"3329","0","Fall","PhD",1,0,0,0,0,1,1,0,"Others","<=3.4","102~106","315~320","CS"
"6743","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","Others"
"7134","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","ME"
"618","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","CS"
"551","1","Fall","MS",1,0,0,0,0,0,0,1,"Top50",">3.7","102~106","315~320","CS"
"4806","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","<=315","CS"
"4211","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","325~330","CS"
"8851","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","320~325","EE"
"1074","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","MIS"
"9245","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"270","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","Stat/Biostat"
"3869","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","315~320","IEOR"
"710","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","315~320","CS"
"3838","0","Fall","MS",1,0,1,1,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"881","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106",">330","CS"
"1946","0","Fall","MS",0,1,1,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","IEOR"
"4720","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"2117","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","MIS"
"1055","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","<=98",">330","MIS"
"2684","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","Others"
"864","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"8130","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","315~320","EE"
"192","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","325~330","EE"
"602","0","Fall","MS",1,0,1,0,1,0,0,0,"Top50","3.4~3.55","102~106","320~325","CS"
"5597","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","CivilEng"
"2234","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","320~325","CS"
"2677","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","Others"
"9426","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","MIS"
"267","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","102~106","320~325","Stat/Biostat"
"275","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","Stat/Biostat"
"7422","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Others"
"534","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","CS"
"6574","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","CS"
"6634","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","325~330","MFE/Fin/FinMath"
"2694","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","<=315","CS"
"1264","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","CE"
"6332","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","IEOR"
"4255","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","CS"
"6665","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","CivilEng"
"2155","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","Stat/Biostat"
"934","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","EE"
"5532","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102",">330","CE"
"2033","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106",">330","EE"
"3668","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","<=315","Others"
"2896","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","Others"
"7268","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","325~330","EE"
"2206","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","Others"
"2931","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","EE"
"2635","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","<=315","EE"
"2540","1","Fall","MS",0,0,1,0,0,0,0,0,"Others",">3.7",">106",">330","MFE/Fin/FinMath"
"3762","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","325~330","EE"
"1701","1","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","Others"
"9696","1","Fall","PhD",0,0,0,0,0,0,1,0,"Others","3.4~3.55","<=98","315~320","CS"
"2494","1","Fall","PhD",1,1,1,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","EE"
"9540","1","Fall","PhD",1,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","CS"
"7621","1","Fall","MS",0,0,0,0,1,1,0,0,"Top50","3.55~3.7",">106",">330","Others"
"8732","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","<=315","CS"
"6697","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106",">330","EE"
"8127","0","Fall","MS",0,0,0,0,1,0,0,0,"Top50","3.55~3.7","102~106","320~325","EE"
"8009","0","Fall","PhD",1,0,0,0,0,0,0,0,"Top50",">3.7","102~106","<=315","CS"
"100","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","EE"
"912","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","CS"
"444","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4",">106","320~325","Others"
"8111","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","EE"
"1244","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","<=315","CS"
"5479","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","EE"
"5562","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","315~320","CE"
"928","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.4~3.55","<=98","325~330","Others"
"2497","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","EE"
"7154","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106",">330","MFE/Fin/FinMath"
"2032","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","EE"
"7344","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","CE"
"104","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4",">106","315~320","EE"
"2473","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","EE"
"6473","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50",">3.7","98~102","325~330","Stat/Biostat"
"6530","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","Stat/Biostat"
"6745","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","102~106","320~325","Others"
"2199","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","315~320","EE"
"3102","1","Fall","MS",0,0,0,0,1,0,0,0,"Others","<=3.4","102~106","315~320","CS"
"7210","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","Stat/Biostat"
"2045","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","EE"
"3831","1","Fall","PhD",0,0,0,0,1,1,1,0,"Others","<=3.4","<=98","315~320","CivilEng"
"8261","0","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"2534","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","ME"
"3113","1","Fall","MS",1,0,0,1,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"3840","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","CS"
"6358","1","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7","<=98","320~325","Material"
"4741","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"7461","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","EE"
"4917","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","<=3.4","<=98","320~325","ME"
"5085","1","Fall","PhD",0,0,0,1,1,1,1,0,"Others","3.55~3.7","<=98","315~320","EE"
"3667","0","Fall","PhD",1,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","ME"
"8293","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","ME"
"82","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"5081","1","Fall","MS",0,0,1,1,1,0,0,0,"Others","3.55~3.7","98~102","315~320","EE"
"9034","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","Others"
"6504","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","315~320","Stat/Biostat"
"2559","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","Others"
"9089","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","ME"
"6468","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","Stat/Biostat"
"8450","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","Others"
"2460","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","EE"
"9691","1","Fall","PhD",0,0,0,0,0,1,0,0,"Others","3.4~3.55",">106","320~325","CS"
"4865","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","CS"
"7780","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","Stat/Biostat"
"4861","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CS"
"8819","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","EE"
"3080","1","Fall","PhD",0,0,0,0,0,1,0,0,"Others",">3.7","102~106","320~325","Others"
"2323","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","Stat/Biostat"
"2350","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","315~320","Stat/Biostat"
"2324","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","Stat/Biostat"
"3220","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","Others"
